client_id;ca_total;nb_achats;panier_moyen;nb_sessions;premiere_transaction;derniere_transaction;est_btob
c_4833;1145.02;40;28.6255;16;2021-03-10 04:47:41.635528;2023-02-24 01:14:59.409233;False
c_5652;1144.83;73;15.682602739726027;43;2021-03-04 02:27:35.288680;2023-02-14 02:06:27.702301;False
c_1245;1144.73;86;13.310813953488372;41;2021-03-03 23:05:28.023097;2023-02-26 06:04:21.766475;False
c_5918;1144.49;59;19.39813559322034;26;2021-03-21 12:36:23.027591;2023-02-01 03:11:46.559957;False
c_7464;1144.37;53;21.59188679245283;25;2021-03-04 04:43:01.420116;2023-02-20 20:48:02.694201;False
c_6883;1144.27;69;16.583623188405795;29;2021-03-07 15:54:40.505033;2023-02-25 22:03:28.621091;False
c_7155;1144.27;22;52.01227272727272;20;2021-04-14 22:30:28.152290;2023-01-11 21:35:38.641063;False
c_3525;1144.25;57;20.07456140350877;41;2021-03-10 23:39:36.939160;2023-02-27 04:18:31.293804;False
c_5796;1143.8799999999999;84;13.617619047619046;40;2021-03-29 17:20:44.731667;2023-02-27 08:56:02.876873;False
c_4080;1143.24;61;18.741639344262296;21;2021-03-29 07:16:33.126150;2023-02-16 01:15:46.294146;False
c_7145;1142.54;46;24.83782608695652;16;2021-03-05 20:43:52.406024;2023-02-23 05:44:32.013235;False
c_3898;1142.47;42;27.201666666666668;17;2021-04-01 00:59:12.857403;2023-02-12 01:09:09.892106;False
c_3269;1142.27;41;27.860243902439024;21;2021-04-01 23:13:59.481574;2023-01-18 00:39:29.163105;False
c_4446;1141.96;63;18.126349206349207;49;2021-04-06 19:50:59.584203;2023-02-28 11:37:02.648751;False
c_5025;1141.83;67;17.042238805970147;45;2021-04-01 12:59:12.141181;2023-02-11 06:11:48.790193;False
c_5628;1141.3799999999999;80;14.267249999999999;59;2021-03-04 16:47:04.093421;2023-02-24 02:06:06.000466;False
c_7500;1141.37;100;11.413699999999999;39;2021-03-02 20:03:00.598865;2023-02-22 12:24:11.671923;False
c_1984;1141.27;24;47.55291666666667;10;2021-03-07 14:28:26.297705;2022-12-24 23:43:27.278534;False
c_1694;1141.15;79;14.44493670886076;31;2021-03-11 17:20:52.864766;2023-01-30 14:58:28.390572;False
c_6772;1140.99;70;16.299857142857142;52;2021-03-17 03:51:26.201187;2023-02-14 03:37:26.876050;False
c_7591;1140.93;79;14.442151898734178;24;2021-03-31 19:55:31.928717;2023-02-04 01:33:10.380595;False
c_4995;1140.74;53;21.523396226415095;24;2021-04-12 03:38:35.402252;2023-01-05 10:43:44.123639;False
c_2113;1140.31;86;13.259418604651161;39;2021-03-25 02:44:54.254831;2023-01-26 06:27:52.943093;False
c_6623;1139.87;74;15.403648648648646;29;2021-03-03 19:25:44.691809;2023-02-28 01:45:22.013627;False
c_7103;1139.79;59;19.318474576271186;54;2021-03-08 04:23:55.596706;2023-01-28 14:39:03.994051;False
c_6874;1139.49;93;12.25258064516129;33;2021-03-02 08:29:58.655912;2023-02-18 04:02:23.582279;False
c_3986;1139.48;105;10.852190476190476;45;2021-03-28 13:32:17.561049;2023-02-27 11:44:28.838657;False
c_7991;1139.1399999999999;54;21.095185185185183;35;2021-03-01 00:09:11.523122;2023-02-28 02:28:18.675335;False
c_3971;1138.82;89;12.79573033707865;34;2021-03-08 05:46:53.578227;2023-02-20 15:11:39.334559;False
c_6790;1138.6;86;13.239534883720928;31;2021-03-26 20:21:20.695868;2023-02-13 06:31:53.803188;False
c_4267;1138.39;84;13.552261904761906;40;2021-03-01 17:07:51.690899;2023-01-13 00:40:32.792494;False
c_319;1138.25;96;11.856770833333334;56;2021-03-07 03:22:24.451750;2023-02-16 15:09:58.530666;False
c_732;1137.54;32;35.548125;20;2021-03-20 23:55:42.808890;2023-02-20 23:57:32.032437;False
c_5084;1136.79;23;49.42565217391304;20;2021-06-09 08:28:31.193054;2023-01-13 00:32:40.896304;False
c_2902;1136.44;86;13.214418604651163;34;2021-03-10 00:35:58.050407;2023-02-19 07:00:04.692718;False
c_299;1136.2;46;24.7;21;2021-03-23 20:24:08.783801;2023-02-25 23:36:34.760255;False
c_4423;1136.04;96;11.83375;39;2021-03-09 21:35:19.300518;2023-02-26 19:45:36.271451;False
c_6248;1135.95;81;14.024074074074075;38;2021-03-13 21:54:53.147565;2023-02-15 20:42:49.326881;False
c_1327;1135.59;53;21.426226415094337;35;2021-03-31 18:18:33.576872;2023-02-13 01:16:40.401900;False
c_3881;1135.44;22;51.6109090909091;15;2021-05-22 21:54:16.521732;2023-01-30 15:19:40.821907;False
c_6541;1135.41;75;15.138800000000002;30;2021-03-30 20:09:01.755998;2023-02-16 14:16:09.048766;False
c_6595;1135.27;83;13.677951807228915;40;2021-03-14 22:03:01.129772;2023-01-27 19:40:21.194348;False
c_5424;1135.2;64;17.7375;50;2021-03-18 02:52:57.794880;2023-02-27 00:44:47.976515;False
c_343;1134.91;80;14.186375000000002;30;2021-03-12 12:31:23.681807;2023-02-04 10:07:16.556437;False
c_483;1134.9;22;51.58636363636364;14;2021-04-24 09:41:32.166898;2023-01-31 06:36:23.025511;False
c_7192;1134.8;37;30.67027027027027;13;2021-08-28 09:43:47.521657;2023-01-28 10:35:53.153930;False
c_7127;1134.71;78;14.547564102564102;69;2021-03-14 17:38:51.414100;2023-02-18 10:17:04.205801;False
c_1123;1134.51;64;17.72671875;20;2021-03-28 15:53:57.789072;2022-10-15 11:55:09.775992;False
c_4168;1134.4;63;18.006349206349206;35;2021-03-21 11:41:57.303538;2023-02-14 20:23:25.794267;False
c_3550;1134.15;76;14.923026315789475;31;2021-04-03 11:11:43.971493;2023-01-09 12:58:44.751326;False
c_2777;1133.94;74;15.323513513513515;35;2021-04-06 06:13:40.235886;2022-12-23 19:42:14.296263;False
c_1764;1133.83;30;37.794333333333334;17;2021-05-08 15:54:28.452523;2023-02-13 00:24:17.198386;False
c_7313;1133.44;63;17.991111111111113;19;2021-03-06 13:25:12.055217;2023-02-26 03:55:19.347432;False
c_5447;1133.43;86;13.179418604651163;32;2021-05-01 06:21:29.475030;2023-02-17 19:58:27.945387;False
c_7852;1133.02;88;12.875227272727273;35;2021-03-02 00:20:08.904490;2022-11-20 12:11:28.972484;False
c_329;1132.94;63;17.983174603174604;35;2021-03-01 00:01:07.843138;2023-02-18 07:35:30.408373;False
c_5730;1132.58;69;16.414202898550723;39;2021-04-23 02:17:54.630807;2023-02-23 02:17:54.630807;False
c_4655;1132.44;57;19.867368421052632;36;2021-03-06 21:48:36.306624;2023-02-11 08:42:38.191606;False
c_7964;1131.93;36;31.442500000000003;14;2021-05-13 21:14:17.693652;2022-10-13 12:06:49.877378;False
c_7811;1131.73;96;11.788854166666667;35;2021-03-21 22:51:03.526640;2023-02-14 16:55:27.269905;False
c_7559;1131.26;65;17.404;21;2021-04-03 22:26:37.578304;2023-02-27 07:27:40.319427;False
c_7369;1131.0;83;13.626506024096386;35;2021-04-04 14:49:10.315137;2023-02-18 20:17:02.281317;False
c_5852;1130.93;82;13.791829268292684;40;2021-03-04 18:17:54.569148;2023-02-20 21:35:16.856841;False
c_4893;1130.86;80;14.135749999999998;33;2021-03-04 00:56:39.813655;2022-12-23 13:43:18.376173;False
c_1891;1130.05;92;12.283152173913043;31;2021-04-17 15:02:13.820549;2022-12-22 14:43:33.714602;False
c_8139;1130.0;71;15.915492957746478;43;2021-03-17 06:12:08.079094;2023-02-25 11:46:45.039851;False
c_2115;1129.97;81;13.950246913580248;33;2021-03-05 05:00:52.573496;2023-02-18 02:22:40.809040;False
c_8281;1129.72;18;62.76222222222222;16;2021-03-15 09:01:14.877536;2023-02-03 22:29:42.080000;False
c_3002;1129.24;78;14.477435897435898;31;2021-03-06 09:43:03.832785;2023-02-28 06:07:04.845447;False
c_1156;1129.08;81;13.93925925925926;70;2021-03-03 20:10:09.866041;2023-01-20 14:41:29.462790;False
c_7948;1128.7;69;16.357971014492755;27;2021-05-21 19:55:26.386476;2023-02-19 18:40:21.031421;False
c_7486;1128.6299999999999;53;21.294905660377356;21;2021-03-08 14:01:04.546625;2023-02-09 07:54:48.029627;False
c_898;1128.59;71;15.895633802816901;30;2021-03-12 19:12:10.726982;2023-02-16 18:37:18.071694;False
c_530;1128.44;94;12.00468085106383;45;2021-03-09 18:02:49.510218;2023-02-12 19:27:14.676288;False
c_2912;1127.94;68;16.587352941176473;40;2021-03-04 20:53:18.863443;2023-02-24 17:01:51.363904;False
c_4111;1127.3;78;14.452564102564102;55;2021-03-24 22:48:31.066643;2023-02-11 20:07:37.313360;False
c_5722;1127.1299999999999;78;14.450384615384614;32;2021-03-21 10:51:08.366272;2023-02-18 06:57:26.709153;False
c_3776;1126.9199999999998;57;19.77052631578947;31;2021-03-01 18:54:59.535004;2023-02-25 14:52:07.765068;False
c_7117;1126.74;65;17.33446153846154;38;2021-03-07 00:56:01.831254;2023-02-18 07:54:02.101960;False
c_4570;1126.61;16;70.413125;9;2021-05-29 07:51:07.612930;2022-10-22 23:29:31.843623;False
c_6582;1126.6;65;17.33230769230769;25;2021-03-24 09:21:43.204253;2023-01-11 08:18:40.441765;False
c_4627;1126.3;26;43.31923076923077;14;2021-03-18 09:15:43.420014;2023-01-27 08:21:36.083362;False
c_1717;1125.77;105;10.721619047619047;37;2021-03-04 17:14:20.153919;2023-02-14 10:58:25.239632;False
c_5296;1125.42;62;18.151935483870968;51;2021-03-02 01:50:23.521562;2023-02-11 08:30:17.424270;False
c_620;1125.37;20;56.268499999999996;17;2021-06-05 15:28:19.572286;2022-12-05 15:28:19.572286;False
c_8547;1124.99;99;11.363535353535354;43;2021-03-02 04:42:50.209571;2023-02-04 17:54:32.963387;False
c_831;1124.75;108;10.414351851851851;50;2021-03-09 01:30:10.790154;2023-02-22 16:09:47.259742;False
c_5100;1124.69;38;29.597105263157896;30;2021-03-12 00:21:42.042565;2022-12-23 08:01:36.877603;False
c_1065;1124.66;27;41.654074074074074;20;2021-03-19 14:23:52.059880;2023-01-15 10:03:58.166326;False
c_1127;1124.55;32;35.1421875;17;2021-03-10 20:11:13.822728;2022-11-29 12:22:04.983889;False
c_2253;1124.33;67;16.7810447761194;55;2021-03-01 22:50:33.218887;2023-02-25 02:47:50.912584;False
c_8409;1124.1299999999999;73;15.399041095890409;48;2021-03-31 08:28:35.173656;2023-02-28 13:37:12.693568;False
c_3133;1123.87;88;12.771249999999998;32;2021-03-07 20:31:17.642807;2023-02-27 08:34:12.152610;False
c_4191;1123.58;80;14.044749999999999;23;2021-03-07 04:15:33.044366;2023-02-07 13:09:48.087322;False
c_7546;1123.29;23;48.83869565217391;23;2021-06-03 19:00:09.099488;2022-10-20 03:22:37.244822;False
c_196;1123.19;55;20.421636363636363;47;2021-04-04 14:11:42.127180;2023-02-01 08:52:30.663484;False
c_7002;1122.87;73;15.381780821917808;49;2021-03-02 23:54:35.651852;2023-01-10 13:34:25.183917;False
c_2384;1122.6399999999999;24;46.776666666666664;14;2021-04-25 04:55:21.371460;2022-11-08 08:52:17.011866;False
c_3824;1122.62;75;14.968266666666665;57;2021-03-18 22:00:12.611106;2023-02-10 05:13:17.750042;False
c_2498;1122.5;65;17.26923076923077;46;2021-03-08 18:37:53.574171;2023-02-23 11:35:19.536469;False
c_4709;1122.26;56;20.040357142857143;29;2021-03-02 04:04:42.481233;2023-02-12 10:34:37.967068;False
c_6607;1122.02;74;15.162432432432432;44;2021-03-02 17:50:31.124858;2023-01-31 19:27:47.450729;False
c_3555;1121.99;75;14.959866666666667;26;2021-03-02 09:54:33.455492;2023-01-28 20:47:49.672844;False
c_2646;1121.31;61;18.38213114754098;39;2021-03-29 11:29:44.904756;2023-02-19 14:20:37.345978;False
c_979;1120.79;63;17.79031746031746;57;2021-03-11 17:34:48.655909;2023-02-19 07:08:08.631437;False
c_2362;1119.96;61;18.36;27;2021-03-11 00:34:11.146128;2023-02-27 11:02:30.932498;False
c_3256;1119.79;25;44.791599999999995;21;2021-04-06 10:54:43.342660;2023-01-28 18:21:15.696068;False
c_6157;1119.5;88;12.721590909090908;38;2021-03-28 14:14:42.399838;2023-02-25 12:31:01.026575;False
c_2224;1119.49;87;12.867701149425287;32;2021-03-09 07:17:29.408425;2023-02-26 04:33:42.202668;False
c_1877;1119.27;71;15.764366197183099;53;2021-04-16 03:39:54.062293;2023-02-05 04:26:37.782157;False
c_3811;1119.11;89;12.574269662921347;36;2021-03-02 02:31:39.944957;2023-01-26 14:58:13.914882;False
c_1538;1119.08;82;13.647317073170731;37;2021-03-05 06:10:20.541124;2023-02-19 00:58:25.707325;False
c_1511;1118.76;71;15.757183098591549;67;2021-03-13 20:45:32.210424;2023-02-18 18:40:36.133610;False
c_478;1118.33;86;13.003837209302326;35;2021-03-07 23:58:36.693163;2023-02-23 22:35:58.687778;False
c_763;1118.11;87;12.851839080459769;38;2021-03-21 03:11:15.009336;2023-02-25 05:09:43.084967;False
c_5781;1117.97;73;15.314657534246576;27;2021-03-02 23:25:41.934944;2023-01-30 06:05:55.868035;False
c_4343;1117.72;100;11.177200000000001;42;2021-03-02 20:31:48.786812;2023-01-06 14:17:44.467486;False
c_6034;1117.48;74;15.101081081081082;29;2021-03-16 05:09:41.238186;2023-02-02 11:26:20.897924;False
c_7193;1117.3999999999999;72;15.519444444444442;28;2021-03-18 07:45:29.786064;2023-02-14 06:34:42.434095;False
c_1534;1117.05;59;18.933050847457626;26;2021-03-04 05:18:18.088456;2023-02-27 23:33:24.444786;False
c_6867;1116.8999999999999;36;31.024999999999995;17;2021-04-21 09:36:01.525396;2023-02-18 02:47:49.124423;False
c_8046;1116.79;76;14.694605263157895;28;2021-04-25 00:55:56.616330;2023-01-06 07:29:07.303524;False
c_2543;1116.68;53;21.069433962264153;19;2021-03-11 07:14:59.789375;2022-12-09 06:09:55.580448;False
c_1501;1116.32;34;32.832941176470584;22;2021-03-23 04:35:38.934799;2022-11-05 01:33:51.964736;False
c_7788;1116.23;73;15.29082191780822;64;2021-03-13 01:18:34.786309;2023-02-19 00:49:08.923987;False
c_7576;1115.43;63;17.705238095238098;19;2021-05-20 05:09:13.240673;2023-01-27 07:47:12.307206;False
c_592;1115.27;73;15.277671232876711;33;2021-03-17 18:25:35.739957;2023-02-05 15:50:49.937100;False
c_7280;1114.16;81;13.755061728395063;26;2021-04-12 03:40:44.470313;2023-02-28 18:23:19.240107;False
c_5082;1114.1599999999999;27;41.26518518518518;13;2021-04-15 12:34:11.937325;2023-02-15 13:27:18.990918;False
c_4074;1113.43;53;21.008113207547172;45;2021-03-02 01:31:58.852847;2023-02-26 00:18:24.185246;False
c_5213;1112.92;43;25.88186046511628;21;2021-03-08 20:16:58.921556;2023-02-25 12:43:24.455592;False
c_4160;1112.42;16;69.52625;13;2021-04-19 11:07:34.594364;2022-10-26 22:52:51.669555;False
c_4301;1112.21;25;44.4884;17;2021-04-04 17:26:08.442165;2022-12-26 08:35:41.177739;False
c_502;1111.59;91;12.215274725274725;41;2021-05-09 22:36:54.892969;2023-02-25 13:09:22.108960;False
c_4802;1111.07;75;14.814266666666667;49;2021-03-23 04:03:49.689752;2023-02-17 16:57:47.735960;False
c_1917;1110.1399999999999;68;16.325588235294116;57;2021-03-09 10:20:11.684083;2023-02-26 20:03:01.497925;False
c_4577;1110.07;79;14.05151898734177;36;2021-03-11 10:53:01.822619;2023-02-16 08:35:17.166699;False
c_2088;1109.58;67;16.56089552238806;47;2021-03-05 13:39:54.860872;2023-02-12 16:43:48.386059;False
c_4573;1109.4099999999999;66;16.809242424242424;45;2021-03-02 00:51:45.120541;2023-02-17 11:47:44.234493;False
c_3322;1109.4;42;26.414285714285718;21;2021-03-18 16:08:13.808614;2023-01-10 09:06:23.863253;False
c_7845;1108.6299999999999;59;18.790338983050844;14;2021-03-11 10:24:38.375607;2023-01-21 09:08:14.741512;False
c_422;1108.08;65;17.047384615384615;49;2021-03-17 03:23:58.545882;2023-02-26 01:49:51.135735;False
c_2219;1106.76;19;58.25052631578947;15;2021-03-01 17:59:09.950364;2023-01-28 21:27:50.231756;False
c_3757;1106.7;66;16.76818181818182;37;2021-03-01 17:43:34.147064;2023-01-28 17:39:29.693664;False
c_2027;1106.67;35;31.619142857142858;15;2021-03-15 12:53:16.281264;2022-11-15 14:08:30.054768;False
c_4162;1106.48;80;13.831;30;2021-03-03 02:53:36.456753;2023-02-18 08:49:56.991369;False
c_4243;1106.3799999999999;87;12.717011494252873;39;2021-03-14 00:32:12.022873;2023-01-11 11:40:46.472028;False
c_8174;1106.36;78;14.184102564102563;38;2021-03-05 02:22:19.309165;2023-01-29 03:51:23.962916;False
c_6645;1106.05;44;25.1375;18;2021-03-15 08:54:54.555166;2023-02-06 12:07:06.343536;False
c_1689;1105.85;17;65.05;13;2021-03-17 23:42:09.350033;2023-01-03 04:59:37.337010;False
c_6705;1105.6499999999999;49;22.564285714285713;12;2021-03-18 14:08:15.258508;2022-11-12 07:00:11.255231;False
c_8443;1105.11;55;20.09290909090909;16;2021-03-09 17:34:55.597925;2023-02-15 09:29:06.800530;False
c_6750;1105.11;82;13.476951219512195;33;2021-03-18 00:29:30.970107;2023-02-24 12:39:55.372826;False
c_3117;1104.49;105;10.518952380952381;40;2021-03-02 05:46:48.039302;2023-01-22 22:37:14.569396;False
c_3598;1104.12;78;14.155384615384614;32;2021-03-02 03:13:23.854508;2023-02-24 11:05:55.641440;False
c_7121;1104.08;76;14.52736842105263;38;2021-03-07 03:41:07.246349;2023-02-25 13:40:58.887383;False
c_3010;1103.8799999999999;74;14.917297297297296;34;2021-03-04 02:48:57.279196;2023-02-26 04:27:48.010053;False
c_1380;1103.82;83;13.299036144578313;21;2021-03-10 20:04:49.864446;2023-01-09 18:09:44.355197;False
c_8106;1103.79;37;29.83216216216216;20;2021-03-03 18:05:50.367313;2023-01-15 20:09:04.218842;False
c_1715;1103.37;31;35.592580645161284;17;2021-04-01 07:51:28.134372;2023-02-26 13:27:10.675597;False
c_1693;1103.32;76;14.51736842105263;27;2021-04-14 01:34:08.642630;2023-01-24 01:29:09.906968;False
c_5786;1103.19;24;45.96625;16;2021-03-05 09:14:04.509131;2023-02-14 23:34:01.288329;False
c_7617;1102.95;28;39.39107142857143;18;2021-03-18 09:08:55.459519;2023-01-23 22:38:58.538218;False
c_4941;1102.81;76;14.510657894736841;54;2021-03-07 20:04:36.006563;2023-02-20 11:40:37.750327;False
c_1916;1102.6499999999999;79;13.957594936708858;25;2021-03-17 12:51:42.463995;2023-01-04 13:37:29.361773;False
c_1342;1102.58;91;12.116263736263736;34;2021-05-29 23:46:16.236954;2023-02-16 15:48:59.374961;False
c_204;1102.42;91;12.114505494505496;30;2021-03-11 08:48:16.797628;2023-02-23 17:34:51.832386;False
c_5347;1102.33;73;15.100410958904108;34;2021-03-02 05:36:05.240418;2023-02-11 15:58:34.590704;False
c_978;1101.98;72;15.305277777777778;55;2021-03-05 21:43:12.864758;2023-02-26 22:58:11.915540;False
c_4707;1101.54;60;18.358999999999998;51;2021-03-05 07:21:05.734479;2023-02-21 06:16:06.636860;False
c_2725;1100.53;67;16.42582089552239;35;2021-03-16 03:56:24.392912;2023-01-29 14:13:53.725795;False
c_3314;1100.25;67;16.421641791044777;30;2021-04-01 08:24:39.413300;2023-01-19 00:28:15.595180;False
c_5303;1100.14;19;57.9021052631579;13;2021-04-06 23:38:32.671150;2022-11-06 23:38:32.671150;False
c_4620;1100.01;29;37.93137931034483;20;2021-03-10 11:22:55.414409;2023-02-24 19:20:02.736168;False
c_7251;1099.92;26;42.30461538461539;17;2021-06-01 11:20:45.805301;2022-12-09 22:27:23.743855;False
c_3563;1099.79;52;21.149807692307693;25;2021-05-24 02:13:17.826796;2023-02-24 02:13:17.826796;False
c_5803;1099.57;75;14.660933333333332;30;2021-03-07 07:12:31.112436;2023-01-08 16:09:26.321914;False
c_972;1099.48;20;54.974000000000004;11;2021-03-02 21:05:11.169697;2022-09-22 15:22:06.414645;False
c_1358;1099.06;26;42.27153846153846;18;2021-03-29 05:15:21.196477;2022-10-17 02:51:24.803925;False
c_1298;1099.04;69;15.928115942028985;54;2021-03-14 17:23:48.540532;2023-02-24 11:09:33.620947;False
c_507;1098.67;48;22.888958333333335;21;2021-03-06 20:08:46.480040;2023-02-09 01:58:07.964332;False
c_1459;1098.55;88;12.483522727272726;40;2021-03-15 09:04:06.531367;2023-02-23 12:02:22.458378;False
c_6619;1098.49;31;35.43516129032258;14;2021-04-06 00:44:59.001089;2022-11-06 01:45:49.675853;False
c_3528;1098.43;64;17.16296875;27;2021-03-03 03:30:26.108201;2023-01-26 04:13:59.666206;False
c_7134;1098.05;93;11.806989247311828;35;2021-03-02 21:11:27.388267;2023-02-12 00:58:29.050614;False
c_2810;1097.86;63;17.426349206349204;24;2021-03-26 03:39:12.388178;2022-12-21 15:25:45.561212;False
c_4471;1097.6;92;11.930434782608694;31;2021-04-03 13:24:13.945544;2023-02-24 03:31:06.571030;False
c_3060;1097.1399999999999;75;14.628533333333332;64;2021-03-11 08:53:38.410036;2023-02-27 20:58:33.846661;False
c_3893;1096.79;86;12.753372093023255;28;2021-03-10 02:34:46.264642;2023-02-21 23:39:52.836833;False
c_6031;1096.5;50;21.93;19;2021-03-04 17:00:44.946851;2023-02-03 17:59:22.157184;False
c_2957;1096.01;19;57.68473684210526;16;2021-04-23 06:25:14.456603;2023-02-23 06:46:10.582979;False
c_2575;1095.68;23;47.63826086956522;12;2021-05-30 13:35:45.132926;2023-01-30 14:02:41.398541;False
c_3538;1095.56;82;13.360487804878048;35;2021-03-04 19:53:32.187837;2023-02-13 19:20:47.514321;False
c_2409;1095.47;82;13.359390243902439;35;2021-03-02 06:44:23.528260;2023-02-21 07:56:41.454124;False
c_1213;1095.02;55;19.909454545454544;32;2021-03-17 06:32:14.081004;2023-01-30 12:41:21.087677;False
c_6743;1094.66;19;57.61368421052632;17;2021-03-12 08:33:35.687755;2023-01-23 11:30:26.617048;False
c_2769;1094.15;77;14.209740259740261;33;2021-03-08 04:23:38.769227;2023-02-20 23:26:04.982045;False
c_3403;1094.1;66;16.577272727272724;24;2021-03-11 19:32:30.635279;2023-02-21 14:30:57.271775;False
c_3196;1093.62;59;18.53593220338983;40;2021-03-10 21:11:01.223387;2023-01-26 23:16:11.029488;False
c_4728;1093.23;70;15.617571428571429;55;2021-03-28 13:11:12.825507;2023-02-12 01:09:39.042127;False
c_241;1093.22;84;13.01452380952381;31;2021-03-24 16:07:09.906127;2023-02-17 21:19:58.560991;False
c_4828;1093.21;28;39.043214285714285;16;2021-03-22 21:47:59.731539;2023-02-22 21:47:59.731539;False
c_2484;1093.19;64;17.08109375;37;2021-04-01 23:22:57.444768;2023-02-07 17:03:21.652098;False
c_4154;1093.1;67;16.314925373134326;46;2021-03-04 05:15:16.004865;2023-02-27 16:32:05.059318;False
c_6606;1093.09;81;13.494938271604937;33;2021-03-01 08:25:45.069759;2023-02-15 13:02:08.992717;False
c_7532;1092.9;105;10.40857142857143;43;2021-03-01 14:40:02.524859;2023-02-22 13:34:42.270831;False
c_5533;1091.8;64;17.059375;57;2021-03-01 21:12:16.072401;2023-02-28 08:28:29.148250;False
c_1170;1091.77;82;13.314268292682927;36;2021-03-03 05:22:15.769229;2023-02-23 15:06:15.102956;False
c_8482;1091.35;62;17.60241935483871;47;2021-04-12 17:26:06.032126;2023-02-06 20:30:05.517989;False
c_3054;1090.65;85;12.831176470588236;40;2021-04-08 15:22:16.288415;2023-02-25 15:43:08.731167;False
c_2650;1089.45;73;14.923972602739727;60;2021-03-30 22:45:00.595482;2023-02-25 15:01:21.489840;False
c_658;1089.18;60;18.153000000000002;42;2021-03-07 21:22:15.892712;2023-02-27 02:25:29.114249;False
c_6086;1088.8799999999999;52;20.939999999999998;22;2021-03-17 18:12:07.826922;2023-02-16 22:15:15.055043;False
c_8489;1088.84;73;14.915616438356164;53;2021-03-02 02:47:43.012785;2023-02-17 14:43:42.547129;False
c_7129;1088.6399999999999;53;20.540377358490563;24;2021-04-27 00:49:49.740304;2023-01-25 08:29:43.148285;False
c_796;1088.27;52;20.92826923076923;26;2021-03-20 02:14:02.466478;2023-02-20 02:33:36.501415;False
c_7342;1088.06;87;12.506436781609194;33;2021-03-05 08:41:27.564656;2023-01-15 06:00:33.860468;False
c_7065;1087.8799999999999;72;15.109444444444442;29;2021-03-15 05:53:09.685792;2023-02-27 16:44:43.659953;False
c_3842;1087.53;80;13.594125;40;2021-03-19 10:51:24.011384;2023-02-28 11:41:03.443481;False
c_7;1087.3;55;19.76909090909091;28;2021-03-24 05:17:39.132338;2023-02-03 14:31:35.493101;False
c_3179;1086.88;19;57.2042105263158;11;2021-03-14 15:36:45.729500;2022-10-16 12:48:38.334778;False
c_3258;1086.85;39;27.867948717948714;18;2021-03-20 20:05:54.079259;2023-02-20 20:05:54.079259;False
c_447;1086.78;56;19.406785714285714;22;2021-04-09 19:10:41.893738;2023-02-28 04:42:19.464477;False
c_3423;1086.39;27;40.23666666666667;13;2021-03-20 07:52:58.159699;2023-02-20 07:52:58.159699;False
c_2300;1086.37;86;12.63220930232558;28;2021-03-18 23:52:05.208393;2023-02-05 16:07:58.949117;False
c_6690;1086.16;83;13.086265060240965;28;2021-05-29 22:40:55.303935;2023-02-19 06:22:48.070979;False
c_6824;1085.94;68;15.969705882352942;59;2021-03-10 07:02:13.558050;2023-02-23 09:03:44.801056;False
c_6043;1085.8899999999999;88;12.33965909090909;31;2021-03-21 16:42:15.144603;2023-02-13 12:57:29.289571;False
c_1295;1085.79;67;16.205820895522386;25;2021-04-04 01:49:49.080887;2022-12-11 15:39:33.906061;False
c_1817;1085.73;74;14.672027027027028;59;2021-03-03 20:45:35.843484;2023-02-19 05:03:58.377455;False
c_2053;1085.67;30;36.189;16;2021-04-28 01:44:11.277277;2023-02-28 16:32:21.433069;False
c_3794;1085.57;64;16.96203125;34;2021-04-02 17:36:57.703540;2023-02-03 20:44:42.184771;False
c_4507;1085.48;19;57.130526315789474;14;2021-04-08 13:39:54.878145;2022-12-23 03:49:07.632848;False
c_8358;1085.42;79;13.739493670886077;28;2021-03-18 12:58:14.191011;2023-02-22 02:20:54.858884;False
c_5957;1085.01;101;10.742673267326733;43;2021-03-06 20:40:46.544976;2023-02-09 22:32:07.638579;False
c_2138;1084.81;56;19.37160714285714;20;2021-04-08 10:33:35.141675;2022-12-31 02:13:51.075415;False
c_1594;1084.4;80;13.555000000000001;35;2021-03-11 11:58:39.160467;2023-02-25 07:57:12.653808;False
c_6414;1084.3899999999999;90;12.048777777777776;35;2021-03-09 07:40:26.357617;2023-01-23 10:21:01.841573;False
c_7496;1083.81;62;17.480806451612903;34;2021-05-07 19:10:00.385207;2023-02-08 23:14:20.271675;False
c_4112;1083.8;90;12.042222222222222;42;2021-04-19 08:37:56.624934;2023-02-25 03:51:16.228551;False
c_4404;1082.39;75;14.431866666666668;26;2021-03-03 14:22:55.976290;2022-12-26 12:46:02.388059;False
c_6890;1082.16;65;16.648615384615386;52;2021-03-31 08:15:32.730849;2023-02-14 14:17:23.825664;False
c_8366;1082.12;34;31.82705882352941;16;2021-03-17 20:08:17.412346;2023-02-07 16:53:59.269700;False
c_6647;1081.96;22;49.18;19;2021-03-06 15:09:38.308806;2022-12-29 12:34:01.216554;False
c_5393;1081.91;28;38.63964285714286;10;2021-08-31 19:13:21.054283;2023-02-21 02:42:41.486562;False
c_2106;1081.74;70;15.45342857142857;53;2021-03-15 04:01:31.208382;2023-02-27 05:12:04.187932;False
c_3048;1081.3899999999999;69;15.672318840579708;36;2021-03-21 14:37:42.441778;2023-02-21 03:12:27.460395;False
c_5943;1081.36;46;23.50782608695652;19;2021-03-25 10:39:54.613400;2022-12-14 21:33:23.615693;False
c_969;1081.0;98;11.03061224489796;37;2021-03-21 18:34:00.465273;2023-01-25 03:53:20.716550;False
