client_id;montant_total;panier_moyen;frequence_achat;categorie_preferee;sexe;age;tranche_age
c_5291;2553.56;14.675632183908046;174;0.0;m;51.0;45-55
c_5292;694.99;15.108478260869566;46;1.0;m;61.0;55-65
c_5293;663.93;12.767884615384615;52;0.0;m;46.0;45-55
c_5294;1443.1;12.77079646017699;113;0.0;m;45.0;35-45
c_5295;3490.88;47.82027397260274;73;2.0;m;21.0;<25
c_5296;1125.42;18.151935483870968;62;1.0;f;67.0;65+
c_5297;830.1899999999999;23.719714285714286;35;1.0;f;56.0;55-65
c_5298;1050.89;52.544500000000006;20;2.0;m;25.0;<25
c_5299;1028.87;16.594677419354838;62;1.0;f;57.0;55-65
c_53;1049.38;14.375068493150687;73;0.0;f;59.0;55-65
c_530;1128.44;12.00468085106383;94;0.0;f;44.0;35-45
c_5300;467.78;14.175151515151514;33;1.0;f;67.0;65+
c_5301;3597.91;12.40658620689655;290;0.0;m;38.0;35-45
c_5302;577.01;15.184473684210525;38;1.0;m;95.0;65+
c_5303;1100.14;57.9021052631579;19;1.0;f;22.0;<25
c_5304;1080.93;49.13318181818182;22;2.0;m;27.0;25-35
c_5305;883.45;13.385606060606062;66;0.0;f;36.0;35-45
c_5306;2571.2599999999998;40.81365079365079;63;2.0;f;21.0;<25
c_5307;809.36;11.90235294117647;68;0.0;m;44.0;35-45
c_5308;1209.43;15.913552631578948;76;0.0;m;55.0;45-55
c_5309;1927.1;41.893478260869564;46;2.0;f;26.0;25-35
c_531;2631.95;46.17456140350877;57;2.0;m;28.0;25-35
c_5310;1675.33;11.474863013698629;146;0.0;m;40.0;35-45
c_5311;1240.7;13.06;95;0.0;f;34.0;25-35
c_5312;843.78;12.408529411764706;68;0.0;m;47.0;45-55
c_5313;2326.35;14.360185185185184;162;0.0;m;35.0;25-35
c_5314;2685.27;13.913316062176166;193;0.0;f;41.0;35-45
c_5315;590.25;65.58333333333333;9;2.0;m;21.0;<25
c_5316;1296.22;34.11105263157895;38;1.0;f;20.0;<25
c_5317;359.45;16.338636363636365;22;1.0;m;61.0;55-65
c_5318;972.61;18.3511320754717;53;1.0;f;84.0;65+
c_5319;1571.65;31.433000000000003;50;0.0;m;28.0;25-35
c_532;924.91;13.026901408450703;71;0.0;m;42.0;35-45
c_5320;396.53;16.52208333333333;24;0.0;m;81.0;65+
c_5321;1403.01;16.31406976744186;86;1.0;f;71.0;65+
c_5322;1416.19;19.946338028169016;71;0.0;m;42.0;35-45
c_5323;2553.11;29.34609195402299;87;1.0;m;26.0;25-35
c_5324;659.68;12.686153846153845;52;0.0;m;50.0;45-55
c_5325;2115.08;13.302389937106918;159;0.0;m;39.0;35-45
c_5326;979.48;54.41555555555556;18;2.0;m;30.0;25-35
c_5327;531.93;14.376486486486485;37;1.0;m;66.0;65+
c_5328;1358.0;15.088888888888889;90;0.0;m;48.0;45-55
c_5329;1182.14;47.2856;25;2.0;m;20.0;<25
c_533;672.93;51.76384615384615;13;2.0;m;20.0;<25
c_5330;1372.04;11.339173553719007;121;0.0;m;34.0;25-35
c_5331;1614.79;17.744945054945056;91;1.0;m;61.0;55-65
c_5332;950.24;15.326451612903226;62;0.0;f;53.0;45-55
c_5333;1775.54;40.35318181818182;44;2.0;m;27.0;25-35
c_5334;558.24;15.949714285714286;35;1.0;m;78.0;65+
c_5335;829.43;12.760461538461538;65;0.0;m;47.0;45-55
c_5336;636.06;16.30923076923077;39;1.0;f;56.0;55-65
c_5337;389.27;15.570799999999998;25;1.0;f;54.0;45-55
c_5338;996.18;19.532941176470587;51;1.0;m;61.0;55-65
c_5339;132.92999999999998;18.99;7;1.0;f;20.0;<25
c_534;681.93;15.49840909090909;44;0.0;m;43.0;35-45
c_5340;1195.69;13.139450549450551;91;0.0;f;38.0;35-45
c_5341;1385.71;81.51235294117647;17;2.0;f;28.0;25-35
c_5342;1026.85;18.33660714285714;56;0.0;m;62.0;55-65
c_5343;739.29;56.86846153846154;13;2.0;m;30.0;25-35
c_5344;1987.99;14.099219858156028;141;0.0;f;40.0;35-45
c_5345;1626.18;19.59253012048193;83;1.0;m;60.0;55-65
c_5346;3027.18;12.66602510460251;239;0.0;m;34.0;25-35
c_5347;1102.33;15.100410958904108;73;0.0;m;49.0;45-55
c_5348;95.99;19.198;5;0.0;m;54.0;45-55
c_5349;956.76;14.949375;64;0.0;m;33.0;25-35
c_535;809.89;73.62636363636364;11;2.0;f;20.0;<25
c_5350;297.03;42.43285714285714;7;1.0;m;26.0;25-35
c_5351;1161.99;20.38578947368421;57;1.0;f;61.0;55-65
c_5352;3576.99;12.043737373737374;297;0.0;f;46.0;45-55
c_5353;529.14;20.35153846153846;26;0.0;f;20.0;<25
c_5354;2572.56;16.38573248407643;157;1.0;f;55.0;45-55
c_5355;1487.37;18.36259259259259;81;1.0;m;61.0;55-65
c_5356;1942.57;13.125472972972972;148;0.0;f;51.0;45-55
c_5357;3762.24;13.533237410071942;278;0.0;m;34.0;25-35
c_5358;1520.09;12.667416666666666;120;0.0;m;45.0;35-45
c_5359;825.85;12.90390625;64;0.0;f;42.0;35-45
c_536;3262.7799999999997;12.406007604562737;263;0.0;m;37.0;35-45
c_5360;1371.93;13.85787878787879;99;0.0;f;38.0;35-45
c_5361;856.68;15.575999999999999;55;1.0;f;56.0;55-65
c_5362;3444.87;14.176419753086419;243;0.0;f;44.0;35-45
c_5363;1383.18;15.034565217391306;92;0.0;f;42.0;35-45
c_5364;934.26;33.36642857142857;28;1.0;f;22.0;<25
c_5365;2596.59;49.93442307692308;52;2.0;m;31.0;25-35
c_5366;2117.96;15.805671641791045;134;1.0;f;83.0;65+
c_5367;2166.17;16.286992481203008;133;1.0;m;57.0;55-65
c_5368;284.57;14.977368421052631;19;0.0;f;71.0;65+
c_5369;897.5699999999999;37.39875;24;2.0;f;31.0;25-35
c_537;404.78000000000003;13.05741935483871;31;0.0;m;40.0;35-45
c_5370;796.59;13.975263157894737;57;0.0;m;44.0;35-45
c_5371;1686.8899999999999;13.076666666666666;129;0.0;m;43.0;35-45
c_5372;861.51;71.7925;12;2.0;f;23.0;<25
c_5373;1547.66;12.481129032258066;124;0.0;m;41.0;35-45
c_5374;2201.96;20.97104761904762;105;0.0;m;27.0;25-35
c_5375;949.78;16.097966101694915;59;0.0;f;46.0;45-55
c_5376;299.19;15.746842105263157;19;1.0;m;57.0;55-65
c_5377;1277.76;13.172783505154639;97;0.0;f;38.0;35-45
c_5378;240.24;24.024;10;0.0;m;20.0;<25
c_5379;918.04;19.53276595744681;47;1.0;m;80.0;65+
c_538;870.48;14.270163934426229;61;0.0;f;52.0;45-55
c_5380;243.18;15.19875;16;0.0;m;50.0;45-55
c_5381;710.84;14.506938775510205;49;1.0;f;68.0;65+
c_5382;3021.66;64.29063829787233;47;2.0;f;29.0;25-35
c_5383;648.36;15.437142857142858;42;0.0;f;77.0;65+
c_5384;2178.58;72.61933333333333;30;2.0;f;23.0;<25
c_5385;1157.04;13.000449438202248;89;0.0;m;54.0;45-55
c_5386;1923.11;13.7365;140;0.0;f;47.0;45-55
c_5387;323.90999999999997;16.1955;20;1.0;m;68.0;65+
c_5388;426.75;17.78125;24;1.0;f;74.0;65+
c_5389;1018.45;12.124404761904762;84;0.0;m;36.0;35-45
c_539;3407.87;17.566340206185565;194;1.0;m;82.0;65+
c_5390;486.52;16.77655172413793;29;0.0;f;57.0;55-65
c_5391;36.89;7.378;5;0.0;f;54.0;45-55
c_5392;1481.56;15.27381443298969;97;0.0;f;77.0;65+
c_5393;1081.91;38.63964285714286;28;1.0;f;20.0;<25
c_5394;933.85;16.97909090909091;55;0.0;f;78.0;65+
c_5395;1154.54;19.24233333333333;60;0.0;f;29.0;25-35
c_5396;509.59999999999997;11.58181818181818;44;0.0;f;33.0;25-35
c_5397;479.94;18.459230769230768;26;1.0;f;53.0;45-55
c_5398;1481.97;123.4975;12;2.0;f;23.0;<25
c_5399;632.04;12.154615384615385;52;0.0;f;72.0;65+
c_54;1279.76;12.424854368932039;103;0.0;f;38.0;35-45
c_540;313.78;13.642608695652173;23;0.0;m;44.0;35-45
c_5400;39.5;7.9;5;0.0;m;58.0;55-65
c_5401;55.88;27.94;2;1.0;m;40.0;35-45
c_5402;1854.23;14.04719696969697;132;0.0;m;51.0;45-55
c_5403;1328.52;14.133191489361701;94;1.0;f;55.0;45-55
c_5404;2520.0;12.173913043478262;207;0.0;f;42.0;35-45
c_5405;4081.2599999999998;13.165354838709677;310;0.0;f;50.0;45-55
c_5406;454.35999999999996;21.636190476190475;21;1.0;f;72.0;65+
c_5407;717.06;26.557777777777776;27;1.0;f;53.0;45-55
c_5408;2918.12;13.509814814814815;216;0.0;m;45.0;35-45
c_5409;876.2299999999999;18.6431914893617;47;1.0;f;85.0;65+
c_541;638.0600000000001;39.878750000000004;16;0.0;m;20.0;<25
c_5410;1012.92;14.68;69;0.0;m;35.0;25-35
c_5411;2285.02;12.837191011235955;178;0.0;m;36.0;35-45
c_5412;990.3299999999999;38.089615384615385;26;2.0;m;24.0;<25
c_5413;2576.2;14.077595628415299;183;0.0;f;45.0;35-45
c_5414;921.72;12.801666666666668;72;0.0;f;49.0;45-55
c_5415;576.79;36.049375;16;2.0;m;24.0;<25
c_5416;1698.57;15.441545454545453;110;1.0;f;54.0;45-55
c_5417;749.8;19.73157894736842;38;1.0;f;55.0;45-55
c_5418;832.26;16.984897959183673;49;0.0;f;91.0;65+
c_5419;398.53;36.23;11;1.0;f;25.0;<25
c_542;2342.63;17.352814814814817;135;1.0;m;69.0;65+
c_5420;569.75;18.379032258064516;31;1.0;m;65.0;55-65
c_5421;81.08;16.216;5;0.0;f;59.0;55-65
c_5422;2439.9;13.332786885245902;183;0.0;f;36.0;35-45
c_5423;951.6;12.358441558441559;77;0.0;m;48.0;45-55
c_5424;1135.2;17.7375;64;1.0;m;53.0;45-55
c_5425;372.58;13.799259259259259;27;0.0;f;43.0;35-45
c_5426;940.4499999999999;11.195833333333333;84;0.0;f;47.0;45-55
c_5427;2160.66;52.6990243902439;41;2.0;f;20.0;<25
c_5428;1057.24;15.32231884057971;69;0.0;m;44.0;35-45
c_5429;642.47;14.277111111111111;45;0.0;f;56.0;55-65
c_543;914.25;12.876760563380282;71;0.0;f;45.0;35-45
c_5430;1237.22;12.3722;100;0.0;m;39.0;35-45
c_5431;516.87;73.83857142857143;7;2.0;m;31.0;25-35
c_5432;179.55;22.44375;8;1.0;f;91.0;65+
c_5433;2253.86;13.577469879518073;166;0.0;f;43.0;35-45
c_5434;550.38;15.288333333333334;36;0.0;f;59.0;55-65
c_5435;1676.85;17.287113402061856;97;1.0;f;55.0;45-55
c_5436;235.8;58.95;4;2.0;f;20.0;<25
c_5437;2092.19;14.529097222222223;144;0.0;f;51.0;45-55
c_5438;409.64;15.755384615384616;26;1.0;m;59.0;55-65
c_5439;678.6899999999999;16.96725;40;1.0;m;69.0;65+
c_544;526.66;12.845365853658535;41;0.0;f;43.0;35-45
c_5440;1355.24;52.12461538461538;26;1.0;f;20.0;<25
c_5441;2081.0299999999997;16.51611111111111;126;1.0;f;67.0;65+
c_5442;428.32;12.237714285714285;35;0.0;m;52.0;45-55
c_5443;630.01;17.50027777777778;36;1.0;m;59.0;55-65
c_5444;1875.83;12.505533333333332;150;0.0;m;42.0;35-45
c_5445;777.38;16.54;47;1.0;m;62.0;55-65
c_5446;2120.58;16.96464;125;1.0;f;68.0;65+
c_5447;1133.43;13.179418604651163;86;0.0;f;51.0;45-55
c_5448;621.62;15.161463414634147;41;0.0;f;23.0;<25
c_5449;4194.0;13.841584158415841;303;0.0;m;40.0;35-45
c_545;2026.18;15.467022900763359;131;0.0;f;52.0;45-55
c_5450;801.84;13.590508474576271;59;0.0;m;58.0;55-65
c_5451;389.28;13.423448275862068;29;0.0;m;42.0;35-45
c_5452;1334.51;13.08343137254902;102;0.0;f;43.0;35-45
c_5453;715.59;12.55421052631579;57;0.0;m;34.0;25-35
c_5454;2033.79;12.326;165;0.0;m;40.0;35-45
c_5455;819.53;15.462830188679245;53;1.0;m;58.0;55-65
c_5456;2657.7599999999998;31.26776470588235;85;1.0;f;30.0;25-35
c_5457;2393.6;56.99047619047619;42;2.0;f;20.0;<25
c_5458;2739.8;13.046666666666667;210;0.0;f;45.0;35-45
c_5459;2365.39;14.335696969696968;165;0.0;m;47.0;45-55
c_546;1537.03;37.48853658536585;41;1.0;m;20.0;<25
c_5460;219.32999999999998;19.939090909090908;11;1.0;m;72.0;65+
c_5461;1849.24;13.11517730496454;141;0.0;f;50.0;45-55
c_5462;2139.63;15.617737226277374;137;1.0;f;60.0;55-65
c_5463;2151.1;34.144444444444446;63;1.0;f;25.0;<25
c_5464;641.88;26.745;24;1.0;m;31.0;25-35
c_5465;223.49;10.642380952380952;21;0.0;m;36.0;35-45
c_5466;2371.06;13.471931818181817;176;0.0;m;50.0;45-55
c_5467;2169.27;50.44813953488372;43;2.0;f;32.0;25-35
c_5468;1046.88;32.715;32;2.0;f;32.0;25-35
c_5469;318.69;13.27875;24;0.0;f;64.0;55-65
c_547;2550.21;59.30720930232558;43;2.0;f;23.0;<25
c_5470;495.46;30.96625;16;0.0;m;29.0;25-35
c_5471;1498.97;46.8428125;32;1.0;f;20.0;<25
c_5472;953.85;47.6925;20;1.0;m;31.0;25-35
c_5473;642.97;16.486410256410256;39;1.0;f;55.0;45-55
c_5474;1627.83;34.63468085106383;47;1.0;f;31.0;25-35
c_5475;965.62;45.981904761904765;21;2.0;f;22.0;<25
c_5476;638.53;19.9540625;32;1.0;m;68.0;65+
c_5477;1225.12;11.78;104;0.0;m;51.0;45-55
c_5478;784.48;19.133658536585365;41;1.0;m;70.0;65+
c_5479;1571.36;15.7136;100;1.0;f;53.0;45-55
c_548;757.79;17.62302325581395;43;1.0;m;74.0;65+
c_5480;757.83;13.295263157894738;57;0.0;f;45.0;35-45
c_5481;194.05;9.24047619047619;21;0.0;f;43.0;35-45
c_5482;427.59000000000003;15.836666666666668;27;0.0;f;53.0;45-55
c_5483;2277.81;13.320526315789474;171;0.0;f;35.0;25-35
c_5484;1411.03;14.252828282828283;99;0.0;f;43.0;35-45
c_5485;1220.35;36.98030303030303;33;1.0;f;24.0;<25
c_5486;1773.29;13.333007518796991;133;0.0;f;42.0;35-45
c_5487;342.46999999999997;11.809310344827585;29;0.0;f;47.0;45-55
c_5488;2013.33;17.207948717948717;117;0.0;f;44.0;35-45
c_5489;505.27;12.955641025641025;39;0.0;f;47.0;45-55
c_549;2222.73;14.067911392405064;158;0.0;m;43.0;35-45
c_5490;998.3399999999999;13.865833333333333;72;0.0;f;35.0;25-35
c_5491;478.57;13.293611111111112;36;0.0;m;55.0;45-55
c_5492;517.0;11.488888888888889;45;0.0;f;38.0;35-45
c_5493;804.1;17.86888888888889;45;1.0;m;56.0;55-65
c_5494;275.55;15.308333333333334;18;0.0;m;54.0;45-55
c_5495;625.23;17.3675;36;1.0;f;61.0;55-65
c_5496;159.4;6.376;25;0.0;m;48.0;45-55
c_5497;2300.09;13.068693181818183;176;0.0;f;35.0;25-35
c_5498;758.88;19.970526315789474;38;1.0;f;54.0;45-55
c_5499;416.16;46.24;9;1.0;f;25.0;<25
c_55;743.0899999999999;32.30826086956522;23;1.0;f;31.0;25-35
c_550;1810.56;15.088;120;1.0;f;55.0;45-55
c_5500;537.02;41.309230769230766;13;2.0;m;20.0;<25
c_5501;1962.9299999999998;17.84481818181818;110;1.0;f;67.0;65+
c_5502;1027.86;15.341194029850746;67;0.0;m;63.0;55-65
c_5503;428.44;12.983030303030302;33;0.0;f;46.0;45-55
c_5504;887.56;14.088253968253968;63;0.0;f;51.0;45-55
c_5505;671.37;18.649166666666666;36;0.0;m;72.0;65+
c_5506;586.5699999999999;18.921612903225803;31;1.0;m;54.0;45-55
c_5507;1184.5;15.185897435897436;78;1.0;f;60.0;55-65
c_5508;1034.59;14.779857142857141;70;0.0;f;50.0;45-55
c_5509;366.96;22.935;16;0.0;m;24.0;<25
c_551;744.0;57.23076923076923;13;2.0;f;26.0;25-35
c_5510;1327.47;17.46671052631579;76;1.0;f;83.0;65+
c_5511;1725.3799999999999;13.170839694656488;131;0.0;f;48.0;45-55
c_5512;1456.32;16.549090909090907;88;1.0;m;88.0;65+
c_5513;546.1;15.602857142857143;35;1.0;f;68.0;65+
c_5514;1355.26;12.785471698113207;106;0.0;f;34.0;25-35
c_5515;334.46000000000004;55.74333333333334;6;1.0;f;25.0;<25
c_5516;1439.1399999999999;31.980888888888884;45;1.0;f;20.0;<25
c_5517;3488.6;56.26774193548387;62;2.0;f;22.0;<25
c_5518;857.4499999999999;38.974999999999994;22;1.0;m;21.0;<25
c_5519;3159.44;70.20977777777777;45;2.0;f;30.0;25-35
c_552;412.01;17.913478260869564;23;1.0;m;55.0;45-55
c_5520;1926.76;12.351025641025641;156;0.0;f;41.0;35-45
c_5521;916.82;61.12133333333334;15;2.0;f;31.0;25-35
c_5522;1914.32;12.934594594594595;148;0.0;m;50.0;45-55
c_5523;1433.67;16.47896551724138;87;0.0;f;54.0;45-55
c_5524;496.67;11.55046511627907;43;0.0;m;47.0;45-55
c_5525;1405.61;22.31126984126984;63;1.0;m;65.0;55-65
c_5526;1823.24;31.986666666666668;57;2.0;f;26.0;25-35
c_5527;433.47999999999996;54.184999999999995;8;2.0;f;32.0;25-35
c_5528;1578.55;15.785499999999999;100;0.0;m;51.0;45-55
c_5529;2165.66;14.732380952380952;147;0.0;f;38.0;35-45
c_553;812.42;16.58;49;0.0;f;75.0;65+
c_5530;1245.83;15.77;79;0.0;m;67.0;65+
c_5531;751.51;11.216567164179104;67;0.0;f;36.0;35-45
c_5532;2175.15;21.971212121212123;99;1.0;m;71.0;65+
c_5533;1091.8;17.059375;64;1.0;f;59.0;55-65
c_5534;1601.32;12.317846153846153;130;0.0;m;36.0;35-45
c_5535;2621.94;15.243837209302326;172;0.0;m;52.0;45-55
c_5536;531.06;12.350232558139533;43;0.0;f;52.0;45-55
c_5537;1286.8;12.255238095238095;105;0.0;m;47.0;45-55
c_5538;936.98;46.849000000000004;20;1.0;m;28.0;25-35
c_5539;960.47;14.77646153846154;65;1.0;f;56.0;55-65
c_554;3840.54;13.152534246575343;292;0.0;m;45.0;35-45
c_5540;559.35;13.317857142857143;42;0.0;m;37.0;35-45
c_5541;607.31;12.39408163265306;49;0.0;f;47.0;45-55
c_5542;953.6;12.225641025641027;78;0.0;f;51.0;45-55
c_5543;868.6;16.703846153846154;52;0.0;m;42.0;35-45
c_5544;1527.12;15.907499999999999;96;0.0;f;76.0;65+
c_5545;3613.11;12.003687707641197;301;0.0;f;42.0;35-45
c_5546;2240.7799999999997;40.013928571428565;56;1.0;m;20.0;<25
c_5547;171.65;11.443333333333333;15;0.0;f;89.0;65+
c_5548;1454.45;63.23695652173913;23;2.0;f;28.0;25-35
c_5549;1749.04;38.022608695652174;46;1.0;f;20.0;<25
c_555;1266.53;14.23067415730337;89;0.0;m;33.0;25-35
c_5550;1692.3799999999999;15.110535714285714;112;1.0;f;79.0;65+
c_5551;2025.95;17.46508620689655;116;1.0;f;72.0;65+
c_5552;2786.9;12.49730941704036;223;0.0;f;39.0;35-45
c_5553;504.48;22.930909090909093;22;1.0;m;30.0;25-35
c_5554;2459.64;19.066976744186046;129;1.0;f;70.0;65+
c_5555;132.2;16.525;8;0.0;f;54.0;45-55
c_5556;1266.11;34.21918918918919;37;2.0;f;30.0;25-35
c_5557;3090.7599999999998;12.771735537190082;242;0.0;f;35.0;25-35
c_5558;1987.44;16.158048780487807;123;1.0;f;87.0;65+
c_5559;1050.81;26.270249999999997;40;1.0;f;77.0;65+
c_556;2221.45;17.7716;125;1.0;m;84.0;65+
c_5560;1699.12;11.558639455782313;147;0.0;m;38.0;35-45
c_5561;384.69;19.2345;20;1.0;m;82.0;65+
c_5562;1299.73;16.663205128205128;78;1.0;f;86.0;65+
c_5563;1511.49;52.12034482758621;29;2.0;m;26.0;25-35
c_5564;898.81;13.415074626865671;67;1.0;f;59.0;55-65
c_5565;1021.68;19.647692307692306;52;1.0;f;73.0;65+
c_5566;313.64;13.636521739130433;23;0.0;m;44.0;35-45
c_5567;384.65;18.316666666666666;21;1.0;f;55.0;45-55
c_5568;1075.52;17.34709677419355;62;1.0;f;56.0;55-65
c_5569;812.32;14.505714285714287;56;0.0;m;49.0;45-55
c_557;870.21;12.431571428571429;70;0.0;m;46.0;45-55
c_5570;1352.76;21.136875;64;0.0;f;48.0;45-55
c_5571;1508.6;16.76222222222222;90;0.0;f;45.0;35-45
c_5572;1705.95;21.06111111111111;81;1.0;f;63.0;55-65
c_5573;1427.51;16.794235294117648;85;1.0;f;74.0;65+
c_5574;3649.8399999999997;57.028749999999995;64;2.0;m;20.0;<25
c_5575;2066.8;44.9304347826087;46;2.0;f;30.0;25-35
c_5576;375.44;13.905185185185186;27;0.0;m;50.0;45-55
c_5577;2418.56;11.408301886792453;212;0.0;m;34.0;25-35
c_5578;810.8;15.592307692307692;52;1.0;m;71.0;65+
c_5579;1955.8;57.523529411764706;34;2.0;m;31.0;25-35
c_558;1440.8899999999999;43.66333333333333;33;1.0;m;20.0;<25
c_5580;1005.84;15.012537313432837;67;0.0;f;46.0;45-55
c_5581;1041.91;16.53825396825397;63;1.0;f;68.0;65+
c_5582;515.76;24.56;21;0.0;m;29.0;25-35
c_5583;652.87;19.202058823529413;34;1.0;m;32.0;25-35
c_5584;2535.18;13.485;188;0.0;f;40.0;35-45
c_5585;714.74;16.621860465116278;43;1.0;m;70.0;65+
c_5586;881.37;25.182;35;1.0;f;84.0;65+
c_5587;407.47;11.318611111111112;36;0.0;f;47.0;45-55
c_5588;719.63;18.452051282051283;39;1.0;f;80.0;65+
c_5589;2532.58;56.279555555555554;45;2.0;f;22.0;<25
c_559;1184.8799999999999;15.388051948051947;77;0.0;f;71.0;65+
c_5590;1963.21;17.847363636363635;110;0.0;m;40.0;35-45
c_5591;1623.42;17.088631578947368;95;1.0;f;62.0;55-65
c_5592;787.91;14.069821428571428;56;0.0;m;35.0;25-35
c_5593;678.79;26.107307692307693;26;1.0;f;59.0;55-65
c_5594;1054.76;12.707951807228916;83;0.0;f;49.0;45-55
c_5595;1267.69;35.21361111111111;36;1.0;f;21.0;<25
c_5596;322.36;16.966315789473686;19;1.0;m;61.0;55-65
c_5597;2121.0499999999997;39.2787037037037;54;1.0;m;21.0;<25
c_5598;529.42;20.36230769230769;26;0.0;f;24.0;<25
c_5599;1286.81;17.157466666666664;75;1.0;m;70.0;65+
c_56;3674.83;15.771802575107296;233;0.0;f;43.0;35-45
c_560;347.87;10.8709375;32;0.0;m;36.0;35-45
c_5600;3037.49;13.206478260869565;230;0.0;m;36.0;35-45
c_5601;1724.11;18.34159574468085;94;1.0;f;62.0;55-65
c_5602;4691.18;13.214591549295776;355;0.0;m;35.0;25-35
c_5603;3347.94;13.28547619047619;252;0.0;f;50.0;45-55
c_5604;1168.79;18.552222222222223;63;1.0;f;87.0;65+
c_5605;487.4;14.76969696969697;33;1.0;f;55.0;45-55
c_5606;265.09999999999997;12.049999999999999;22;0.0;f;65.0;55-65
c_5607;743.95;15.18265306122449;49;1.0;m;74.0;65+
c_5608;680.11;12.832264150943397;53;0.0;m;51.0;45-55
c_5609;2901.04;12.779911894273127;227;0.0;m;43.0;35-45
c_561;1515.47;45.92333333333333;33;2.0;f;25.0;<25
c_5610;2908.18;15.146770833333333;192;0.0;m;39.0;35-45
c_5611;633.68;13.48255319148936;47;0.0;m;39.0;35-45
c_5612;2178.29;27.573291139240506;79;1.0;f;22.0;<25
c_5613;2283.83;15.53625850340136;147;1.0;f;54.0;45-55
c_5614;950.0;14.393939393939394;66;1.0;f;82.0;65+
c_5615;1162.43;14.005180722891566;83;0.0;f;44.0;35-45
c_5616;1832.83;33.32418181818182;55;1.0;f;24.0;<25
c_5617;461.58;28.84875;16;1.0;m;31.0;25-35
c_5618;1397.34;20.251304347826085;69;1.0;f;71.0;65+
c_5619;1494.37;17.580823529411763;85;1.0;f;71.0;65+
c_562;1911.58;11.655975609756098;164;0.0;m;50.0;45-55
c_5620;233.74;29.2175;8;0.0;m;27.0;25-35
c_5621;3571.06;14.28424;250;0.0;m;34.0;25-35
c_5622;774.6999999999999;16.482978723404255;47;1.0;f;55.0;45-55
c_5623;570.03;51.82090909090909;11;2.0;f;20.0;<25
c_5624;340.3;10.312121212121212;33;0.0;m;52.0;45-55
c_5625;488.34;15.260625;32;1.0;m;82.0;65+
c_5626;1024.05;20.480999999999998;50;1.0;m;85.0;65+
c_5627;3878.52;50.37038961038961;77;2.0;f;27.0;25-35
c_5628;1141.3799999999999;14.267249999999999;80;0.0;m;68.0;65+
c_5629;1561.03;14.589065420560747;107;0.0;m;59.0;55-65
c_563;1676.8;35.67659574468085;47;1.0;f;22.0;<25
c_5630;2304.33;60.640263157894736;38;2.0;f;25.0;<25
c_5631;937.65;13.788970588235294;68;0.0;f;46.0;45-55
c_5632;491.09999999999997;18.188888888888886;27;1.0;m;68.0;65+
c_5633;1374.6;16.970370370370368;81;0.0;f;38.0;35-45
c_5634;2501.85;32.49155844155844;77;0.0;f;32.0;25-35
c_5635;762.4499999999999;63.537499999999994;12;2.0;f;27.0;25-35
c_5636;3414.83;12.417563636363637;275;0.0;f;35.0;25-35
c_5637;305.61;11.75423076923077;26;0.0;f;90.0;65+
c_5638;1245.57;14.483372093023256;86;0.0;m;34.0;25-35
c_5639;3457.83;13.454591439688716;257;0.0;m;49.0;45-55
c_564;1012.87;13.327236842105263;76;0.0;m;39.0;35-45
c_5640;32.519999999999996;16.259999999999998;2;1.0;f;55.0;45-55
c_5641;376.9;37.69;10;2.0;f;32.0;25-35
c_5642;1772.44;14.410081300813008;123;0.0;f;33.0;25-35
c_5643;1995.95;15.840873015873017;126;1.0;f;56.0;55-65
c_5644;455.36;12.648888888888889;36;0.0;m;41.0;35-45
c_5645;3847.17;48.698354430379744;79;2.0;f;20.0;<25
c_5646;425.21999999999997;15.748888888888887;27;1.0;f;76.0;65+
c_5647;1358.79;18.362027027027025;74;0.0;f;67.0;65+
c_5648;1312.98;50.49923076923077;26;1.0;m;20.0;<25
c_5649;517.21;57.46777777777778;9;2.0;f;20.0;<25
c_565;1274.1;14.156666666666666;90;0.0;m;45.0;35-45
c_5650;1348.26;14.655;92;0.0;m;50.0;45-55
c_5651;659.25;16.903846153846153;39;1.0;m;60.0;55-65
c_5652;1144.83;15.682602739726027;73;1.0;f;57.0;55-65
c_5653;1881.61;11.200059523809523;168;0.0;f;47.0;45-55
c_5654;1811.12;18.671340206185565;97;1.0;m;58.0;55-65
c_5655;1946.49;18.71625;104;1.0;f;75.0;65+
c_5656;1018.65;17.265254237288136;59;0.0;f;20.0;<25
c_5657;123.44;13.715555555555556;9;1.0;f;68.0;65+
c_5658;748.6899999999999;13.369464285714285;56;0.0;f;43.0;35-45
c_5659;383.84;23.99;16;0.0;f;23.0;<25
c_566;1870.32;14.96256;125;0.0;m;42.0;35-45
c_5660;1772.8;13.329323308270677;133;0.0;f;47.0;45-55
c_5661;291.12;12.13;24;0.0;f;55.0;45-55
c_5662;3259.7;45.27361111111111;72;1.0;f;26.0;25-35
c_5663;3069.44;13.230344827586206;232;0.0;f;40.0;35-45
c_5664;760.67;21.733428571428572;35;1.0;f;27.0;25-35
c_5665;961.7;17.485454545454548;55;0.0;m;36.0;35-45
c_5666;894.17;40.644090909090906;22;2.0;m;22.0;<25
c_5667;367.21999999999997;15.300833333333332;24;0.0;f;70.0;65+
c_5668;751.1999999999999;31.299999999999997;24;1.0;f;32.0;25-35
c_5669;353.88;13.61076923076923;26;0.0;f;69.0;65+
c_567;1354.58;31.501860465116277;43;1.0;f;20.0;<25
c_5670;1609.55;12.980241935483871;124;0.0;f;36.0;35-45
